id,comment,sentiment,topic,source,post_id,user_name
469,This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing.,negative,security,twitter,post_0469,user_0469
470,Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing.,negative,media,youtube,post_0470,user_0470
471,Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized.,negative,security,forum,post_0471,user_0471
472,Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled.,negative,media,youtube,post_0472,user_0472
473,Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies.,neutral,security,facebook,post_0473,user_0473
474,Such bravery and discipline deserve appreciation. Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation.,positive,media,youtube,post_0474,user_0474
475,Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable. Such bravery and discipline deserve appreciation.,positive,security,twitter,post_0475,user_0475
476,The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized.,negative,security,forum,post_0476,user_0476
477,The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,security,forum,post_0477,user_0477
478,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation.,positive,media,twitter,post_0478,user_0478
479,This response will boost public confidence in our security. The government's actions in Pahalgam are commendable. Such bravery and discipline deserve appreciation. Such bravery and discipline deserve appreciation.,positive,media,youtube,post_0479,user_0479
480,This event could affect upcoming regional policies. Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions.,neutral,public_reaction,forum,post_0480,user_0480
481,This response will boost public confidence in our security. I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation.,positive,security,youtube,post_0481,user_0481
482,Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled.,negative,public_reaction,youtube,post_0482,user_0482
483,The lack of planning and care is disturbing. This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized.,negative,security,forum,post_0483,user_0483
484,This has caused more fear than assurance among the public. The lack of planning and care is disturbing.,negative,public_reaction,twitter,post_0484,user_0484
485,Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies.,neutral,security,facebook,post_0485,user_0485
486,This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack.,neutral,security,facebook,post_0486,user_0486
487,Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation.,positive,public_reaction,forum,post_0487,user_0487
488,Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing. The lack of planning and care is disturbing.,negative,public_reaction,youtube,post_0488,user_0488
489,Experts are still analyzing the sequence of events. This event could affect upcoming regional policies. This event could affect upcoming regional policies. This event could affect upcoming regional policies.,neutral,media,forum,post_0489,user_0489
490,The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies.,neutral,security,forum,post_0490,user_0490
491,The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events.,neutral,public_reaction,forum,post_0491,user_0491
